customer_id;transaction_id;line_item;article_id;article_name;model;quantity;gross_price;net_price;net_cost;date;product_group;bundle_group;supplier_id;discount_type;discount_amount;discount_percentage;discount_reason
C00350;T00484;1;G5001;floor_lamp;luna;1;123.85;104.07;68.12;2016-04-09;LIGH;;S03;0;0.0;0.0;
C00351;T00485;1;E6020;speakers;stereo;1;171.17;143.84;94.14;2017-03-24;ELEC;;S08;0;0.0;0.0;
C00351;T00485;2;S8020;shoe_rack;compact;1;109.15;91.72;60.03;2017-03-24;STOR;;S02;0;0.0;0.0;
C00351;T00486;1;E6001;tv;smart55;1;775.18;651.41;426.35;2017-05-24;ELEC;;S08;0;0.0;0.0;
C00351;T00486;2;D2011;dining_chair;fabric;4;121.33;101.96;66.73;2017-05-24;DINI;dining_system;S03;0;0.0;0.0;
C00352;T00487;1;G5031;led_strip;basic;1;19.05;16.01;10.48;2016-07-06;LIGH;;S08;0;0.0;0.0;
C00353;T00488;1;L1011;armchair;luna;1;447.8;376.31;246.29;2016-04-10;LIVI;;S03;0;0.0;0.0;
C00353;T00488;2;B3040;wardrobe;harmony;1;1085.48;912.17;597.01;2016-04-10;BEDR;;S01;0;0.0;0.0;
C00354;T00489;1;C7020;picture_frame;wood;2;18.53;15.57;10.19;2016-11-01;DECO;;S05;0;0.0;0.0;
C00354;T00489;2;K9001;kitchen_table;oak;1;427.93;359.6;235.36;2016-11-01;KITC;kitchen_system;S04;0;0.0;0.0;
C00354;T00489;3;K9010;kitchen_chair;oak;4;121.06;101.73;66.58;2016-11-01;KITC;kitchen_system;S04;0;0.0;0.0;
C00354;T00489;4;L1002;sofa;milano;1;1857.69;1561.09;1021.73;2016-11-01;LIVI;;S01;0;0.0;0.0;
C00354;T00490;1;L1021;coffee_table;glass;1;282.83;237.67;155.55;2016-11-09;LIVI;;S04;0;0.0;0.0;
C00354;T00491;1;L1021;coffee_table;glass;1;269.67;226.61;148.32;2016-12-22;LIVI;;S04;0;0.0;0.0;
C00355;T00492;1;D2001;dining_table;oak;1;929.81;781.36;511.4;2016-08-02;DINI;dining_system;S04;0;0.0;0.0;
C00355;T00492;2;D2012;dining_chair;leather;6;200.76;168.71;110.42;2016-08-02;DINI;dining_system;S01;0;0.0;0.0;
C00355;T00492;3;D2020;sideboard;oak;1;671.54;564.32;369.35;2016-08-02;DINI;dining_system;S04;0;0.0;0.0;
C00356;T00493;1;C7020;picture_frame;wood;3;19.26;16.18;10.59;2016-09-16;DECO;;S05;0;0.0;0.0;
C00356;T00494;1;D2011;dining_chair;fabric;6;114.3;96.05;62.86;2016-11-06;DINI;dining_system;S03;0;0.0;0.0;
C00357;T00495;1;C7001;mirror;round;1;118.59;99.66;65.23;2015-10-10;DECO;;S05;0;0.0;0.0;
C00357;T00495;2;D2011;dining_chair;fabric;4;116.65;98.02;64.16;2015-10-10;DINI;dining_system;S03;0;0.0;0.0;
C00358;T00496;1;U1020;parasol;basic;1;116.73;98.09;64.2;2016-06-13;OUTD;garden_system;S09;0;0.0;0.0;
C00359;T00497;1;G5010;table_lamp;luna;1;76.22;64.05;41.92;2015-11-01;LIGH;;S03;0;0.0;0.0;
C00359;T00497;2;G5020;ceiling_light;modern;1;161.18;135.45;88.65;2015-11-01;LIGH;;S05;0;0.0;0.0;
C00360;T00498;1;B3010;mattress;comfort;1;601.76;505.68;330.97;2015-10-31;BEDR;bed_system;S06;0;0.0;0.0;
C00360;T00499;1;G5011;table_lamp;modern;1;47.31;39.76;26.02;2015-11-16;LIGH;;S05;0;0.0;0.0;
C00360;T00500;1;D2012;dining_chair;leather;4;204.95;172.23;112.72;2016-06-17;DINI;dining_system;S01;0;0.0;0.0;
C00360;T00500;2;D2002;dining_table;walnut;1;1240.13;1042.13;682.07;2016-06-17;DINI;dining_system;S04;0;0.0;0.0;
C00361;T00501;1;G5010;table_lamp;luna;1;81.59;68.56;44.87;2015-08-03;LIGH;;S03;0;0.0;0.0;
C00362;T00502;1;L1020;coffee_table;oak;1;363.24;305.24;199.78;2016-09-28;LIVI;;S04;0;0.0;0.0;
C00362;T00502;2;U1002;garden_chair;metal;2;89.72;75.39;49.34;2016-09-28;OUTD;garden_system;S09;0;0.0;0.0;
C00362;T00503;1;K9002;kitchen_table;kompakt;1;287.6;241.68;158.18;2017-01-21;KITC;kitchen_system;S02;0;0.0;0.0;
C00363;T00504;1;C7010;vase;ceramic;2;37.09;31.17;20.4;2016-08-09;DECO;;S05;0;0.0;0.0;
C00363;T00504;2;C7001;mirror;round;1;114.48;96.2;62.97;2016-08-09;DECO;;S05;0;0.0;0.0;
C00364;T00505;1;S8020;shoe_rack;compact;1;105.2;88.41;57.86;2015-10-23;STOR;;S02;0;0.0;0.0;
C00364;T00505;2;S8010;cabinet;oak;1;572.27;480.9;314.75;2015-10-23;STOR;;S04;0;0.0;0.0;
C00364;T00506;1;B3001;bed;harmony;1;1044.67;877.87;574.57;2015-11-01;BEDR;bed_system;S01;0;0.0;0.0;
C00364;T00506;2;B3010;mattress;comfort;1;628.75;528.36;345.81;2015-11-01;BEDR;bed_system;S06;0;0.0;0.0;
C00364;T00506;3;B3031;nightstand;kompakt;1;117.72;98.93;64.75;2015-11-01;BEDR;bed_system;S02;0;0.0;0.0;
C00364;T00506;4;D2011;dining_chair;fabric;2;119.03;100.02;65.46;2015-11-01;DINI;dining_system;S03;0;0.0;0.0;
C00364;T00506;5;D2001;dining_table;oak;1;903.05;758.86;496.68;2015-11-01;DINI;dining_system;S04;0;0.0;0.0;
C00364;T00507;1;D2002;dining_table;walnut;1;1286.42;1081.02;707.53;2015-12-07;DINI;dining_system;S04;0;0.0;0.0;
C00364;T00507;2;D2010;dining_chair;oak;4;146.5;123.11;80.58;2015-12-07;DINI;dining_system;S04;1;14.46;0.0987;M
C00364;T00507;3;D2030;table_extension;oak;1;116.49;97.89;64.07;2015-12-07;DINI;dining_system;S04;0;0.0;0.0;
C00364;T00507;4;G5001;floor_lamp;luna;1;123.98;104.19;68.19;2015-12-07;LIGH;;S03;0;0.0;0.0;
C00365;T00508;1;O4030;filing_cabinet;metal;1;257.4;216.3;141.57;2015-12-13;OFFI;office_system;S07;1;17.81;0.0692;A
C00366;T00509;1;B3030;nightstand;harmony;1;183.1;153.87;100.71;2015-07-25;BEDR;bed_system;S01;0;0.0;0.0;
C00367;T00510;1;L1021;coffee_table;glass;1;270.57;227.37;148.81;2015-08-07;LIVI;;S04;0;0.0;0.0;
C00368;T00511;1;O4011;office_chair;basic;1;176.9;148.66;97.29;2015-09-24;OFFI;office_system;S07;0;0.0;0.0;
C00368;T00512;1;K9011;kitchen_chair;fabric;4;97.88;82.25;53.83;2015-10-12;KITC;kitchen_system;S03;0;0.0;0.0;
C00369;T00513;1;G5031;led_strip;basic;1;18.18;15.27;10.0;2016-03-25;LIGH;;S08;0;0.0;0.0;
C00370;T00514;1;G5011;table_lamp;modern;1;47.76;40.13;26.27;2016-07-06;LIGH;;S05;2;3.75;0.0786;A
C00370;T00514;2;D2010;dining_chair;oak;2;148.18;124.52;81.5;2016-07-06;DINI;dining_system;S04;0;0.0;0.0;
C00371;T00515;1;C7010;vase;ceramic;3;39.91;33.54;21.95;2016-12-31;DECO;;S05;0;0.0;0.0;
C00372;T00516;1;L1011;armchair;luna;1;428.49;360.07;235.67;2015-10-23;LIVI;;S03;0;0.0;0.0;
C00373;T00517;1;U1002;garden_chair;metal;2;88.36;74.25;48.6;2016-02-06;OUTD;garden_system;S09;0;0.0;0.0;
C00373;T00518;1;U1010;garden_table;rattan;1;296.93;249.52;163.31;2016-02-11;OUTD;garden_system;S09;0;0.0;0.0;
C00373;T00519;1;O4001;desk;oak;1;408.1;342.94;224.45;2016-08-01;OFFI;office_system;S04;0;0.0;0.0;
C00373;T00520;1;D2010;dining_chair;oak;4;154.06;129.46;84.73;2017-05-27;DINI;dining_system;S04;0;0.0;0.0;
C00373;T00521;1;L1050;rug;berber;1;180.38;151.58;99.21;2017-06-15;LIVI;;S05;0;0.0;0.0;
C00374;T00522;1;O4010;office_chair;ergo;1;336.69;282.93;185.18;2016-11-21;OFFI;office_system;S07;0;0.0;0.0;
C00374;T00523;1;B3003;bed;kompakt;1;756.39;635.62;416.02;2017-02-23;BEDR;bed_system;S02;0;0.0;0.0;
C00374;T00523;2;B3010;mattress;comfort;1;578.36;486.02;318.1;2017-02-23;BEDR;bed_system;S06;0;0.0;0.0;
C00374;T00523;3;B3020;headboard;harmony;1;284.46;239.04;156.45;2017-02-23;BEDR;bed_system;S01;0;0.0;0.0;
C00375;T00524;1;L1030;side_table;oak;1;114.4;96.13;62.92;2016-06-28;LIVI;;S04;0;0.0;0.0;
C00376;T00525;1;C7020;picture_frame;wood;1;18.19;15.29;10.01;2015-10-22;DECO;;S05;0;0.0;0.0;
C00377;T00526;1;L1041;ottoman;kompakt;1;165.96;139.46;91.28;2016-02-13;LIVI;;S02;2;23.64;0.1424;A
C00377;T00527;1;S8001;dresser;harmony;1;376.32;316.24;206.98;2016-04-09;STOR;;S01;0;0.0;0.0;
C00377;T00528;1;K9011;kitchen_chair;fabric;2;96.48;81.07;53.06;2016-11-03;KITC;kitchen_system;S03;1;6.16;0.0638;B
C00377;T00528;2;G5020;ceiling_light;modern;1;161.47;135.69;88.81;2016-11-03;LIGH;;S05;0;0.0;0.0;
C00377;T00528;3;L1020;coffee_table;oak;1;347.37;291.91;191.05;2016-11-03;LIVI;;S04;0;0.0;0.0;
C00378;T00529;1;D2001;dining_table;oak;1;859.38;722.17;472.66;2015-11-12;DINI;dining_system;S04;0;0.0;0.0;
C00378;T00529;2;D2010;dining_chair;oak;2;147.35;123.83;81.04;2015-11-12;DINI;dining_system;S04;0;0.0;0.0;
C00378;T00529;3;D2031;table_extension;walnut;1;154.05;129.45;84.73;2015-11-12;DINI;dining_system;S04;0;0.0;0.0;
C00378;T00529;4;E6011;soundbar;premium;1;399.19;335.45;219.55;2015-11-12;ELEC;;S08;2;39.99;0.1002;A
C00379;T00530;1;C7010;vase;ceramic;1;40.81;34.3;22.45;2016-03-28;DECO;;S05;0;0.0;0.0;
C00379;T00530;2;G5010;table_lamp;luna;1;79.17;66.53;43.54;2016-03-28;LIGH;;S03;0;0.0;0.0;
C00379;T00531;1;E6010;soundbar;compact;1;253.81;213.28;139.59;2016-10-04;ELEC;;S08;0;0.0;0.0;
C00380;T00532;1;G5020;ceiling_light;modern;1;169.53;142.46;93.24;2015-08-19;LIGH;;S05;0;0.0;0.0;
C00380;T00533;1;B3030;nightstand;harmony;1;176.83;148.59;97.25;2015-10-14;BEDR;bed_system;S01;1;10.78;0.061;B
C00381;T00534;1;D2003;dining_table;kompakt;1;623.29;523.78;342.81;2016-09-09;DINI;dining_system;S02;1;59.32;0.0952;B
C00381;T00534;2;D2012;dining_chair;leather;4;208.05;174.83;114.43;2016-09-09;DINI;dining_system;S01;0;0.0;0.0;
C00381;T00534;3;B3001;bed;harmony;1;1098.43;923.05;604.14;2016-09-09;BEDR;bed_system;S01;0;0.0;0.0;
C00381;T00534;4;B3010;mattress;comfort;1;615.33;517.08;338.43;2016-09-09;BEDR;bed_system;S06;1;77.73;0.1263;A
C00381;T00534;5;B3031;nightstand;kompakt;2;116.31;97.74;63.97;2016-09-09;BEDR;bed_system;S02;0;0.0;0.0;
C00382;T00535;1;G5010;table_lamp;luna;1;81.92;68.84;45.05;2016-03-11;LIGH;;S03;0;0.0;0.0;
C00383;T00536;1;U1001;garden_chair;rattan;1;116.57;97.96;64.12;2016-02-25;OUTD;garden_system;S09;1;9.23;0.0791;A
C00383;T00536;2;D2011;dining_chair;fabric;4;121.45;102.06;66.8;2016-02-25;DINI;dining_system;S03;1;14.07;0.1159;B
C00383;T00537;1;L1050;rug;berber;1;181.98;152.92;100.09;2016-03-20;LIVI;;S05;2;14.6;0.0802;K
C00383;T00537;2;D2010;dining_chair;oak;1;150.88;126.79;82.98;2016-03-20;DINI;dining_system;S04;0;0.0;0.0;
C00384;T00538;1;O4002;desk;compact;1;249.61;209.76;137.29;2015-11-22;OFFI;office_system;S02;0;0.0;0.0;
C00384;T00538;2;O4020;bookshelf;oak;1;254.58;213.94;140.02;2015-11-22;OFFI;office_system;S04;2;20.7;0.0813;A
C00385;T00539;1;K9020;bar_stool;oak;1;134.24;112.81;73.83;2016-05-28;KITC;kitchen_system;S04;0;0.0;0.0;
C00386;T00540;1;O4001;desk;oak;1;379.95;319.28;208.97;2016-10-16;OFFI;office_system;S04;0;0.0;0.0;
C00387;T00541;1;L1020;coffee_table;oak;1;348.82;293.13;191.85;2015-12-17;LIVI;;S04;1;46.67;0.1338;B
C00387;T00541;2;O4020;bookshelf;oak;1;256.79;215.79;141.23;2015-12-17;OFFI;office_system;S04;0;0.0;0.0;
C00387;T00541;3;B3002;bed;milano;1;1543.53;1297.09;848.94;2015-12-17;BEDR;bed_system;S01;0;0.0;0.0;
C00387;T00541;4;B3010;mattress;comfort;1;597.12;501.78;328.42;2015-12-17;BEDR;bed_system;S06;0;0.0;0.0;
C00388;T00542;1;G5011;table_lamp;modern;2;49.05;41.22;26.98;2016-03-22;LIGH;;S05;0;0.0;0.0;
C00388;T00542;2;B3020;headboard;harmony;1;271.33;228.01;149.23;2016-03-22;BEDR;bed_system;S01;0;0.0;0.0;
C00389;T00543;1;U1002;garden_chair;metal;4;88.32;74.22;48.58;2017-01-06;OUTD;garden_system;S09;0;0.0;0.0;
C00389;T00543;2;B3003;bed;kompakt;1;737.59;619.82;405.67;2017-01-06;BEDR;bed_system;S02;0;0.0;0.0;
C00389;T00543;3;B3011;mattress;premium;1;895.88;752.84;492.73;2017-01-06;BEDR;bed_system;S06;1;110.63;0.1235;M
C00389;T00543;4;B3020;headboard;harmony;1;292.22;245.57;160.72;2017-01-06;BEDR;bed_system;S01;1;22.05;0.0755;A
C00389;T00544;1;L1001;sofa;harmony;1;1240.71;1042.61;682.39;2017-06-06;LIVI;;S01;0;0.0;0.0;
C00389;T00544;2;L1040;ottoman;luna;1;217.73;182.97;119.75;2017-06-06;LIVI;;S03;0;0.0;0.0;
C00390;T00545;1;C7010;vase;ceramic;3;37.23;31.29;20.48;2016-10-24;DECO;;S05;0;0.0;0.0;
C00391;T00546;1;L1040;ottoman;luna;1;224.07;188.3;123.24;2017-04-09;LIVI;;S03;0;0.0;0.0;
C00392;T00547;1;L1002;sofa;milano;1;1801.32;1513.72;990.73;2016-08-24;LIVI;;S01;0;0.0;0.0;
C00392;T00547;2;L1020;coffee_table;oak;1;341.11;286.65;187.61;2016-08-24;LIVI;;S04;2;53.11;0.1557;K
C00393;T00548;1;B3031;nightstand;kompakt;1;124.03;104.23;68.22;2015-08-06;BEDR;bed_system;S02;0;0.0;0.0;
C00393;T00548;2;S8020;shoe_rack;compact;1;106.37;89.39;58.5;2015-08-06;STOR;;S02;0;0.0;0.0;
C00394;T00549;1;D2002;dining_table;walnut;1;1347.77;1132.58;741.27;2017-06-03;DINI;dining_system;S04;0;0.0;0.0;
C00394;T00549;2;D2010;dining_chair;oak;4;146.81;123.37;80.74;2017-06-03;DINI;dining_system;S04;0;0.0;0.0;
C00394;T00549;3;D2030;table_extension;oak;1;124.29;104.44;68.36;2017-06-03;DINI;dining_system;S04;0;0.0;0.0;
C00395;T00550;1;S8020;shoe_rack;compact;1;110.58;92.93;60.82;2015-07-26;STOR;;S02;0;0.0;0.0;
C00395;T00550;2;B3040;wardrobe;harmony;1;1091.65;917.35;600.41;2015-07-26;BEDR;;S01;0;0.0;0.0;
C00396;T00551;1;O4020;bookshelf;oak;1;248.48;208.8;136.66;2015-11-22;OFFI;office_system;S04;0;0.0;0.0;
C00396;T00551;2;L1050;rug;berber;1;179.62;150.94;98.79;2015-11-22;LIVI;;S05;2;32.25;0.1796;A
C00397;T00552;1;D2010;dining_chair;oak;2;141.81;119.17;78.0;2016-02-25;DINI;dining_system;S04;0;0.0;0.0;
C00397;T00553;1;D2010;dining_chair;oak;4;143.12;120.27;78.72;2016-04-13;DINI;dining_system;S04;1;10.32;0.0721;A
C00397;T00554;1;L1020;coffee_table;oak;1;356.51;299.59;196.08;2016-05-07;LIVI;;S04;0;0.0;0.0;
C00398;T00555;1;S8010;cabinet;oak;1;536.21;450.59;294.91;2016-05-05;STOR;;S04;0;0.0;0.0;
C00399;T00556;1;K9010;kitchen_chair;oak;4;115.45;97.02;63.5;2016-07-06;KITC;kitchen_system;S04;0;0.0;0.0;
C00400;T00557;1;D2010;dining_chair;oak;4;153.38;128.89;84.36;2016-10-26;DINI;dining_system;S04;0;0.0;0.0;
C00401;T00558;1;G5010;table_lamp;luna;1;75.25;63.24;41.39;2016-11-06;LIGH;;S03;1;6.11;0.0811;M
C00402;T00559;1;U1002;garden_chair;metal;2;92.41;77.66;50.83;2016-10-25;OUTD;garden_system;S09;0;0.0;0.0;
C00402;T00559;2;B3010;mattress;comfort;1;619.94;520.96;340.97;2016-10-25;BEDR;bed_system;S06;0;0.0;0.0;
C00402;T00560;1;E6010;soundbar;compact;1;241.34;202.8;132.74;2016-11-28;ELEC;;S08;0;0.0;0.0;
C00402;T00560;2;B3030;nightstand;harmony;1;175.79;147.72;96.68;2016-11-28;BEDR;bed_system;S01;0;0.0;0.0;
C00403;T00561;1;K9010;kitchen_chair;oak;2;120.91;101.61;66.5;2016-09-10;KITC;kitchen_system;S04;1;13.23;0.1094;A
C00404;T00562;1;O4010;office_chair;ergo;1;347.29;291.84;191.01;2017-02-21;OFFI;office_system;S07;0;0.0;0.0;
C00405;T00563;1;E6002;tv;smart65;1;1256.46;1055.85;691.05;2015-11-18;ELEC;;S08;0;0.0;0.0;
C00405;T00564;1;B3020;headboard;harmony;1;269.7;226.64;148.34;2017-04-28;BEDR;bed_system;S01;0;0.0;0.0;
C00406;T00565;1;G5010;table_lamp;luna;2;80.9;67.98;44.49;2016-08-30;LIGH;;S03;0;0.0;0.0;
C00407;T00566;1;B3010;mattress;comfort;1;594.45;499.53;326.94;2016-09-15;BEDR;bed_system;S06;0;0.0;0.0;
C00408;T00567;1;O4002;desk;compact;1;260.88;219.22;143.48;2016-02-19;OFFI;office_system;S02;0;0.0;0.0;
C00409;T00568;1;D2031;table_extension;walnut;1;141.68;119.06;77.92;2015-07-26;DINI;dining_system;S04;0;0.0;0.0;
C00410;T00569;1;D2010;dining_chair;oak;4;142.76;119.97;78.52;2016-03-18;DINI;dining_system;S04;0;0.0;0.0;
C00410;T00569;2;K9010;kitchen_chair;oak;6;117.97;99.14;64.88;2016-03-18;KITC;kitchen_system;S04;0;0.0;0.0;
C00410;T00570;1;L1002;sofa;milano;1;1824.71;1533.37;1003.59;2016-03-31;LIVI;;S01;0;0.0;0.0;
C00411;T00571;1;U1002;garden_chair;metal;2;88.06;74.0;48.44;2016-03-19;OUTD;garden_system;S09;0;0.0;0.0;
C00411;T00572;1;D2031;table_extension;walnut;1;148.3;124.62;81.57;2016-09-19;DINI;dining_system;S04;0;0.0;0.0;
C00411;T00572;2;B3001;bed;harmony;1;1127.38;947.38;620.06;2016-09-19;BEDR;bed_system;S01;0;0.0;0.0;
C00411;T00572;3;B3011;mattress;premium;1;887.74;746.0;488.26;2016-09-19;BEDR;bed_system;S06;0;0.0;0.0;
C00411;T00572;4;B3031;nightstand;kompakt;2;119.97;100.82;65.99;2016-09-19;BEDR;bed_system;S02;0;0.0;0.0;
C00412;T00573;1;B3003;bed;kompakt;1;782.71;657.74;430.49;2015-11-22;BEDR;bed_system;S02;0;0.0;0.0;
C00412;T00573;2;B3010;mattress;comfort;1;616.26;517.86;338.94;2015-11-22;BEDR;bed_system;S06;0;0.0;0.0;
C00412;T00573;3;B3031;nightstand;kompakt;1;117.07;98.38;64.39;2015-11-22;BEDR;bed_system;S02;0;0.0;0.0;
C00413;T00574;1;L1021;coffee_table;glass;1;278.72;234.22;153.29;2016-08-09;LIVI;;S04;0;0.0;0.0;
C00413;T00574;2;G5020;ceiling_light;modern;1;170.26;143.07;93.64;2016-08-09;LIGH;;S05;0;0.0;0.0;
C00413;T00574;3;K9020;bar_stool;oak;1;132.26;111.14;72.74;2016-08-09;KITC;kitchen_system;S04;1;14.81;0.112;A
C00414;T00575;1;B3003;bed;kompakt;1;736.96;619.29;405.33;2016-12-25;BEDR;bed_system;S02;0;0.0;0.0;
C00414;T00575;2;B3010;mattress;comfort;1;573.83;482.21;315.61;2016-12-25;BEDR;bed_system;S06;0;0.0;0.0;
C00414;T00575;3;E6002;tv;smart65;1;1189.11;999.25;654.01;2016-12-25;ELEC;;S08;0;0.0;0.0;
C00415;T00576;1;D2020;sideboard;oak;1;637.84;536.0;350.81;2016-04-10;DINI;dining_system;S04;0;0.0;0.0;
C00416;T00577;1;D2012;dining_chair;leather;2;199.35;167.52;109.64;2017-05-27;DINI;dining_system;S01;0;0.0;0.0;
C00417;T00578;1;D2030;table_extension;oak;1;119.0;100.0;65.45;2016-06-14;DINI;dining_system;S04;0;0.0;0.0;
C00418;T00579;1;G5020;ceiling_light;modern;1;174.1;146.3;95.76;2016-10-16;LIGH;;S05;1;25.37;0.1457;M
C00419;T00580;1;D2012;dining_chair;leather;2;192.12;161.45;105.67;2016-05-06;DINI;dining_system;S01;0;0.0;0.0;
C00420;T00581;1;O4002;desk;compact;1;256.9;215.88;141.29;2017-02-27;OFFI;office_system;S02;0;0.0;0.0;
C00421;T00582;1;G5010;table_lamp;luna;2;82.05;68.95;45.13;2017-05-07;LIGH;;S03;0;0.0;0.0;
C00421;T00582;2;C7001;mirror;round;1;120.83;101.53;66.45;2017-05-07;DECO;;S05;0;0.0;0.0;
C00422;T00583;1;D2020;sideboard;oak;1;633.46;532.32;348.4;2016-11-24;DINI;dining_system;S04;1;51.24;0.0809;B
C00423;T00584;1;G5031;led_strip;basic;1;19.09;16.04;10.5;2015-08-05;LIGH;;S08;0;0.0;0.0;
C00423;T00584;2;O4002;desk;compact;1;246.08;206.79;135.34;2015-08-05;OFFI;office_system;S02;0;0.0;0.0;
C00423;T00584;3;O4010;office_chair;ergo;1;356.8;299.83;196.24;2015-08-05;OFFI;office_system;S07;0;0.0;0.0;
C00423;T00584;4;B3030;nightstand;harmony;2;185.99;156.29;102.29;2015-08-05;BEDR;bed_system;S01;0;0.0;0.0;
C00423;T00585;1;K9020;bar_stool;oak;1;140.83;118.35;77.46;2015-11-28;KITC;kitchen_system;S04;0;0.0;0.0;
C00424;T00586;1;D2031;table_extension;walnut;1;150.14;126.17;82.58;2015-07-24;DINI;dining_system;S04;0;0.0;0.0;
C00425;T00587;1;O4020;bookshelf;oak;1;255.81;214.97;140.7;2016-06-13;OFFI;office_system;S04;0;0.0;0.0;
C00426;T00588;1;C7020;picture_frame;wood;4;18.57;15.61;10.21;2016-11-25;DECO;;S05;0;0.0;0.0;
C00426;T00588;2;U1002;garden_chair;metal;2;90.15;75.76;49.58;2016-11-25;OUTD;garden_system;S09;0;0.0;0.0;
C00426;T00589;1;L1003;sofa;kompakt;1;822.72;691.36;452.5;2017-01-18;LIVI;;S02;0;0.0;0.0;
C00426;T00589;2;L1020;coffee_table;oak;1;357.2;300.17;196.46;2017-01-18;LIVI;;S04;0;0.0;0.0;
C00426;T00589;3;L1010;armchair;harmony;1;620.8;521.68;341.44;2017-01-18;LIVI;;S01;0;0.0;0.0;
C00427;T00590;1;C7020;picture_frame;wood;1;19.05;16.01;10.48;2016-04-17;DECO;;S05;0;0.0;0.0;
C00427;T00591;1;U1010;garden_table;rattan;1;284.87;239.38;156.68;2017-03-10;OUTD;garden_system;S09;0;0.0;0.0;
C00427;T00591;2;U1002;garden_chair;metal;2;93.33;78.43;51.33;2017-03-10;OUTD;garden_system;S09;2;9.39;0.1006;K
C00427;T00591;3;U1020;parasol;basic;1;114.25;96.0;62.83;2017-03-10;OUTD;garden_system;S09;0;0.0;0.0;
C00428;T00592;1;D2001;dining_table;oak;1;913.4;767.56;502.37;2016-06-17;DINI;dining_system;S04;0;0.0;0.0;
C00428;T00592;2;D2010;dining_chair;oak;1;145.01;121.85;79.75;2016-06-17;DINI;dining_system;S04;2;28.18;0.1944;A
C00428;T00592;3;D2020;sideboard;oak;1;641.34;538.94;352.74;2016-06-17;DINI;dining_system;S04;0;0.0;0.0;
C00428;T00592;4;K9011;kitchen_chair;fabric;4;96.94;81.46;53.32;2016-06-17;KITC;kitchen_system;S03;2;8.06;0.0832;K
C00428;T00593;1;B3010;mattress;comfort;1;591.98;497.46;325.59;2016-10-07;BEDR;bed_system;S06;1;37.91;0.064;B
C00429;T00594;1;L1003;sofa;kompakt;1;812.21;682.53;446.72;2017-05-20;LIVI;;S02;0;0.0;0.0;
C00429;T00594;2;B3010;mattress;comfort;1;587.23;493.47;322.98;2017-05-20;BEDR;bed_system;S06;0;0.0;0.0;
C00429;T00594;3;E6010;soundbar;compact;1;256.39;215.45;141.01;2017-05-20;ELEC;;S08;0;0.0;0.0;
C00430;T00595;1;C7030;curtain;linen;1;76.69;64.45;42.18;2016-08-30;DECO;;S05;0;0.0;0.0;
C00430;T00595;2;C7020;picture_frame;wood;3;19.47;16.36;10.71;2016-08-30;DECO;;S05;0;0.0;0.0;
C00431;T00596;1;D2020;sideboard;oak;1;617.21;518.67;339.47;2015-09-24;DINI;dining_system;S04;0;0.0;0.0;
C00431;T00597;1;D2010;dining_chair;oak;1;145.58;122.34;80.07;2015-10-21;DINI;dining_system;S04;0;0.0;0.0;
C00431;T00598;1;G5001;floor_lamp;luna;1;117.07;98.37;64.39;2015-12-03;LIGH;;S03;0;0.0;0.0;
C00431;T00599;1;K9020;bar_stool;oak;1;141.49;118.9;77.82;2015-12-23;KITC;kitchen_system;S04;0;0.0;0.0;
C00432;T00600;1;G5030;led_strip;smart;1;37.08;31.16;20.39;2017-01-18;LIGH;;S08;2;6.68;0.1803;K
C00433;T00601;1;D2011;dining_chair;fabric;2;121.52;102.11;66.83;2015-12-06;DINI;dining_system;S03;0;0.0;0.0;
C00433;T00601;2;L1021;coffee_table;glass;1;276.82;232.63;152.25;2015-12-06;LIVI;;S04;0;0.0;0.0;
C00433;T00602;1;C7001;mirror;round;1;123.19;103.52;67.75;2016-04-01;DECO;;S05;0;0.0;0.0;
C00433;T00603;1;D2030;table_extension;oak;1;120.2;101.01;66.11;2017-01-03;DINI;dining_system;S04;0;0.0;0.0;
C00433;T00603;2;E6020;speakers;stereo;1;183.2;153.95;100.76;2017-01-03;ELEC;;S08;2;25.06;0.1368;A
C00434;T00604;1;B3020;headboard;harmony;1;287.32;241.44;158.02;2017-04-24;BEDR;bed_system;S01;1;26.36;0.0917;M
C00435;T00605;1;O4002;desk;compact;1;236.69;198.9;130.18;2016-03-05;OFFI;office_system;S02;0;0.0;0.0;
C00436;T00606;1;B3010;mattress;comfort;1;573.08;481.58;315.19;2016-12-06;BEDR;bed_system;S06;0;0.0;0.0;
C00436;T00606;2;D2031;table_extension;walnut;1;145.43;122.21;79.99;2016-12-06;DINI;dining_system;S04;0;0.0;0.0;
C00437;T00607;1;C7010;vase;ceramic;1;38.39;32.26;21.12;2016-02-06;DECO;;S05;0;0.0;0.0;
C00437;T00607;2;L1021;coffee_table;glass;1;292.45;245.76;160.85;2016-02-06;LIVI;;S04;0;0.0;0.0;
C00437;T00607;3;K9001;kitchen_table;oak;1;444.61;373.63;244.54;2016-02-06;KITC;kitchen_system;S04;0;0.0;0.0;
C00437;T00607;4;K9011;kitchen_chair;fabric;1;95.77;80.48;52.67;2016-02-06;KITC;kitchen_system;S03;0;0.0;0.0;
C00437;T00608;1;B3040;wardrobe;harmony;1;1110.15;932.9;610.58;2016-04-30;BEDR;;S01;0;0.0;0.0;
C00437;T00608;2;G5011;table_lamp;modern;1;49.94;41.96;27.46;2016-04-30;LIGH;;S05;0;0.0;0.0;
